Topic,Count,Name,Representation,Representative_Docs
129,36,129_dead_hostages_confirms_alive,"['dead', 'hostages', 'confirms', 'alive', 'deaths', 'fifth', 'absentia', 'died', 'declare', 'mourns']","['Israel confirms deaths of four more hostages still held in Gaza', 'Israeli intelligence confirms dozens of hostages thought to be alive in Gaza are dead: report', 'Israel says more than a third of Gaza hostages are dead']"
130,35,130_man_jewish_california_charged,"['man', 'jewish', 'california', 'charged', 'arizona', 'altercation', 'dies', 'allegedly', 'died', 'rabbi']","['Arizona man charged over online posts that allegedly incited Australian attack in which 6 died', 'Arizona man charged over online posts that allegedly incited Australian attack in which 6 died', 'California Jewish man dies after altercation at Israel-Palestinian protests']"
131,35,131_seized_ship_crew_indians,"['seized', 'ship', 'crew', 'indians', '17', 'onboard', 'indian', 'vessel', 'linked', 'board']","['A woman also among 17 Indians in cargo ship seized by Iran', 'At least 17 Indians on board Israel-linked ship seized by Iran: Report', '17 Indians on board Israel-linked ship seized by Iran']"
132,35,132_families_loved_ones_hostages,"['families', 'loved', 'ones', 'hostages', 'captivity', 'relatives', 'family', 'emotional', 'agony', 'help']","['Families of hostages taken by Hamas in Israel tell stories of their loved ones', ""Counting the days: Families of Hamas hostages prepare to mark loved ones' 100th day in captivity"", '100 days into Israel-Hamas war, families continue begging for release of hostage loved ones']"
133,34,133_erdogan_turkey_diplomats_madness,"['erdogan', 'turkey', 'diplomats', 'madness', 'turkish', 'stop', 'recalls', 'discussed', 'massacre', 'end']","["" Turkey's Erdogan urges Israel to stop `madness', end Gaza strikes "", ""Turkey's Erdogan calls Israeli response to Hamas in Gaza a 'massacre'"", ""Turkey's Erdogan calls Israel a 'terrorist state' for war in Gaza""]"
134,34,134_khalifa_mia_playboy_jenner,"['khalifa', 'mia', 'playboy', 'jenner', 'kylie', 'deletes', 'post', 'instagram', 'instances', 'courted']","['Mia Khalifa on Israel Hamas conflict', 'Mia Khalifa on Israel Hamas conflict', 'Mia Khalifa on Israel Hamas conflict']"
135,33,135_maher_trump_podcast_steele,"['maher', 'trump', 'podcast', 'steele', 'sage', 'corgan', 'durst', 'fred', 'billy', 'real']","['Bill Maher launches podcast network with Billy Corgan, Kevin Garnett, Sage Steele and Fred Durst ', ""Billy Corgan and Fred Durst to host new shows on Bill Maher's podcast network"", 'Bill Maher launching podcast network with hosts Sage Steele, Billy Corgan, and Fred Durst']"
136,33,136_syrian_syria_soldiers_responsibility,"['syrian', 'syria', 'soldiers', 'responsibility', 'monitor', 'kill', 'aleppo', '33', 'bus', 'airstrikes']","['IS claims responsibility for an attack that killed 33 Syrian soldiers and vows to keep fighting', 'IS claims responsibility for an attack that killed 33 Syrian soldiers, and vows to keep fighting', 'IS claims responsibility for an attack that killed 33 Syrian soldiers, and vows to keep fighting']"
137,33,137_hadid_gigi_bella_model,"['hadid', 'gigi', 'bella', 'model', 'post', 'instagram', 'innocent', 'silence', 'dior', 'terrorising']","['Gigi Hadid Breaks Silence On Israel-Hamas War', 'Israel&#x27;s Instagram attacks post from Gigi Hadid', 'Gigi Hadid, Bella Hadid get death threats for supporting Palestinians']"
138,32,138_damascus_airports_syria_aleppo,"['damascus', 'airports', 'syria', 'aleppo', 'hit', 'service', 'syrian', 'strikes', 'airport', 'airstrike']","['Israeli airstrikes hit Syrian airports in Damascus and Aleppo', 'Syria says Israeli missiles hit Damascus, Aleppo airports', 'Syria Reports Israeli Strikes On Damascus, Aleppo Airports Amid Hamas War']"
139,31,139_unrwa_funding_resume_sweden,"['unrwa', 'funding', 'resume', 'sweden', 'allegations', 'decision', 'eu', 'canada', 'staff', 'countries']","['Canada, Sweden resume UNRWA funding after pause over terror allegations against staff', 'Canada and Sweden resume UNRWA aid funding', 'UNRWA Funding']"
140,31,140_palestine_maub_symbol_bankruptcy,"['palestine', 'maub', 'symbol', 'bankruptcy', 'endless', 'ndash', 'fundraiser', 'exposes', 'carnage', 'moral']","[' Palestine, renting and child poverty: What is &ndash; and isn&rsquo;t &ndash; in Labour&rsquo;s general election manifesto ', 'Silence On Palestine Exposes Moral Bankruptcy Of Global...', 'Silence On Palestine Exposes Moral Bankruptcy Of Global Leaders']"
141,31,141_china_blinken_antony_visit,"['china', 'blinken', 'antony', 'visit', 'uswnt', 'relations', 'shanghai', 'manage', 'hayes', 'differences']","[""Antony Blinken meets with China's President Xi as US, China spar over bilateral and global issues"", 'US state secretary Antony Blinken to visit China with message on Russia support', 'US Chief Sec. Antony Blinken calls for US, China to manage differences &#8216;responsibly&#8217;']"
142,30,142_photos_ap_images_satellite,"['photos', 'ap', 'images', 'satellite', 'destruction', 'devastation', 'pictures', 'scenes', 'despair', 'week']","['Before and after in photos: New satellite images show destruction in GazaYahoo News Canada', 'Israel and Gaza conflict in photos', 'In photos: Israel strikes Gaza after Hamas attack']"
143,30,143_settler_bank_west_settlers,"['settler', 'bank', 'west', 'settlers', 'surges', 'violence', 'village', 'settlement', 'units', 'villages']","['Israeli settler attacks on Palestinians in West Bank: UN Rights Chief raises concerns', 'Palestinians flee villages as settler violence surges in West Bank amid war', 'Palestinians under attack as settler violence surges in the West Bank']"
144,30,144_commander_wiped_airstrike_killed,"['commander', 'wiped', 'airstrike', 'killed', 'abu', 'stronghold', 'idf', 'murad', 'ayman', 'assassination']","['Top Hamas commander killed in Gaza in Israeli airstrike ', 'WIPED OUT Top Hamas commander killed in Israeli airstrike on terror stronghold, IDF claims', 'WIPED OUT Top Hamas commander killed in Israeli airstrike on terror stronghold, IDF claims']"
145,30,145_invade_rafah_vows_date,"['invade', 'rafah', 'vows', 'date', 'netanyahu', 'deal', 'ahead', 'carry', 'operation', '39']","[""Netanyahu vows to invade Rafah `with or without a deal' for a cease-fire"", ""Netanyahu Vows to Invade Rafah 'With or Without a Deal' as Cease-fire..."", ""Netanyahu Vows To Invade Rafah `With Or Without A Deal'""]"
146,30,146_membership_assembly_bid_granting,"['membership', 'assembly', 'bid', 'granting', 'general', 'vote', 'australia', 'reviving', 'reconsider', 'grant']","[' UN assembly approves resolution granting Palestine new rights and reviving its UN membership bid ', 'UN General Assembly backs Palestinian bid for membership', 'UN General Assembly set to back Palestinian bid for membership']"
147,29,147_rafah_biden_withhold_credible,"['rafah', 'biden', 'withhold', 'credible', 'weapons', 'invades', 'invasion', 'line', 'press', 'protect']","[""`It's Just Wrong': Biden Says He Will Withhold Weapons If Israel Invades Rafah"", "" Biden says Israel shouldn't press into Rafah without 'credible' plan to protect civilians 0 "", "" Biden says Israel shouldn't press into Rafah without 'credible' plan to protect civilians ""]"
148,29,148_foreign_package_95_billion,"['foreign', 'package', '95', 'billion', 'passed', 'aid', 'house', 'bills', 'look', 'passes']","[""A look at what's in the $95 billion foreign aid package passed by Congress"", ""A look at what's in the $95 billion foreign aid package passed by the House"", ""A look at what's in the $95 billion foreign aid package passed by the House""]"
149,29,149_baby_birth_womb_saved,"['baby', 'birth', 'womb', 'saved', 'newborns', 'born', 'giving', 'women', 'pregnant', 'orphaned']","[' Baby in Gaza saved from womb of mother killed in Israeli strike Global ', 'Gaza: Baby Saved From Dead Mother&#39;s Womb After Israeli Strike', 'Baby In Gaza Saved From Womb Of Mother Killed In Israeli Attack']"
150,29,150_mtv_bruno_mars_concert,"['mtv', 'bruno', 'mars', 'concert', 'awards', 'canceled', 'gouna', 'emas', 'film', 'cancelled']","[' Bruno Mars cancels Tel Aviv concert after Hamas attacks in Israel', 'Bruno Mars concert canceled in Israel amid &#039;war,&#039; deadly Hamas attack', ""Bruno Mars concert canceled in Israel amid `war,' deadly Hamas attack""]"
151,29,151_qatar_medicine_medicines_deal,"['qatar', 'medicine', 'medicines', 'deal', 'medication', 'france', 'receive', 'hostages', 'broker', 'reached']","['Qatar and France send medicine for hostages in Gaza as war rages on and regional tensions spike', 'Medicine for Israeli hostages and Palestinians arrives in Gaza under deal struck by Qatar', 'Qatar and France Broker Deal to Send Medicine to Hostages in Gaza as War Rages On']"
152,28,152_ambassador_ireland_irish_varadkar,"['ambassador', 'ireland', 'irish', 'varadkar', 'tweet', 'leo', 'criticism', 'mcclean', 'harming', 'emily']","['Palestinian ambassador thanks Ireland for efforts to get citizens out of Gaza', ""Ireland's Ambassador to Israel 'surprised' over Israeli government's criticism of Leo Varadkar tweet on Emily Hand release"", 'Irish ambassador to Israel to be reprimanded over Varadkar&rsquo;s &lsquo;lost and found&rsquo; Emily Hand tweet']"
153,28,153_x2018_x2019_x27_humanity,"['x2018', 'x2019', 'x27', 'humanity', 'loved', 'ones', 'fault', 'unrecognizable', 'exposure', 'meaningless']","['Gaza: &#x2018;No Protection&#x2019; For Civilians, Aid Workers, Security Council Hears', 'Going Back Into &#x2018;hell&#x2019;: An Aid Worker&#x2019;s Journey Through Shattered Gaza', '#x27;A sign your humanity is intact&#x27;: What to do with the feelings distressing Israel-Gaza coverage ignitesWhile striking a balance between moderating our exposure and staying informed about t']"
154,28,154_hostage_netanyahu_families_deal,"['hostage', 'netanyahu', 'families', 'deal', 'heckle', 'audio', 'cabinet', 'meeting', 'adviser', 'netanyahuleaked']","[""Netanyahu says 'there could be' potential for hostage deal"", 'Freed Israeli hostages are furious at NetanyahuLeaked audio recordings of a meeting between freed hostages and Prime Minister Benjamin Netanyahu expose anger at the Israeli government.&#x27;We felt ', ""Israeli Hostage Families Heckle Netanyahu As He Seeksˇ'MoreˇTime' For Their Release""]"
155,28,155_thunberg_greta_climate_london,"['thunberg', 'greta', 'climate', 'london', 'mic', 'charged', 'detained', 'snatches', 'toy', 'octopus']","['UK police say Greta Thunberg charged after climate protest arrest', 'Greta Thunberg detained at London climate protest', 'Greta Thunberg arrested in London during climate protest']"
156,28,156_arms_sales_uk_cameron,"['arms', 'sales', 'uk', 'cameron', 'legal', 'exports', 'allowing', 'lawyers', 'publish', 'boris']","['A legal challenge over the UK&#39;s role in arms sales to Israel will go ahead', 'The killing of aid workers adds to pressure on the UK government to halt arms sales to Israel', ""Britain will not block arms sales to Israel, says UK's Cameron""]"
157,28,157_school_dozens_strike_airstrike,"['school', 'dozens', 'strike', 'airstrike', '33', 'used', 'kills', 'killed', '30', 'bombing']","['Dozens killed in strike on U.N. school Israel says was used by Hamas', 'Israel bombs another UN-run school in Gaza, a day after strike on school killed 33', 'Israel bombs another UN-run school in Gaza, a day after strike on school killed 33']"
158,27,158_flights_suspends_till_tel,"['flights', 'suspends', 'till', 'tel', 'aviv', 'air', 'india', 'lufthansa', 'extends', 'suspension']","['Israel terror attack: Air India suspends flights to, from Tel Aviv till October 14', 'Israel terror attack: Air India suspends flights to and from Tel Aviv till October 14', 'Air India suspends flights to Tel Aviv']"
159,27,159_agency_funding_allegations_refugee,"['agency', 'funding', 'allegations', 'refugee', 'cuts', 'funds', 'countries', 'staffers', 'finland', 'reverse']","[""Head Of UN Agency Denounces `Shocking' Funding Cuts Amid Allegations Staffers Were Involved In Hamas' Attack On Israel"", ""Head Of UN Agency Denounces `Shocking' Funding Cuts Amid Allegations Staffers Were Involved In Hamas' Attack On Israel"", 'UN chief calls on countries to resume funding Gaza aid agency after allegations of Hamas ties']"
160,27,160_americans_citizens_22_weekend,"['americans', 'citizens', '22', 'weekend', 'confirms', 'killed', 'attacks', '14', 'dead', 'total']","['Israel Hamas attack: Death toll of Americans up to nine', '14 Americans killed in Hamas attacks, Biden says', 'Israel war: 14 Americans killed in Hamas attacks, Biden says']"
161,27,161_phosphorus_white_phosphorous_bombs,"['phosphorus', 'white', 'phosphorous', 'bombs', 'used', 'using', 'lebanon', 'use', 'rights', 'towns']","['Israel used white phosphorus in Gaza, Lebanon, says Human Rights Watch', 'Israel using white phosphorus bombs in Gaza: Palestine', ' What are white phosphorus bombs that are being used by Israeli forces ... ']"
162,27,162_crimes_committed_armed_groups,"['crimes', 'committed', 'armed', 'groups', 'raid', 'human', 'abuses', 'rights', 'beholder', 'deadly']","['UN says Israeli forces and Palestinian armed groups may have committed war crimes in a deadly raid', 'UN says Israeli forces and Palestinian armed groups may have committed war crimes in a deadly raid', 'U.N. says Israeli forces, Palestinian armed groups may have committed war crimes in deadly raid']"
163,27,163_water_supply_fuel_clean,"['water', 'supply', 'fuel', 'clean', 'run', 'mohammed', 'agency', 'shortage', 'boost', 'unrwa']","['Gaza: Fuel supply set to run out in three days - UNRWA', 'Gaza Strip to run out of fuel supply in 3 days, says UN agency', ""'Israel will not supply water, fuel to Gaza'""]"
164,27,164_irish_citizens_dublin_escape,"['irish', 'citizens', 'dublin', 'escape', 'reunions', 'airport', 'hellnearly', 'embraced', 'torn', 'fleeing']","['Tearful reunions as Irish citizens fleeing Gaza arrive at Dublin Airport', 'Irish citizens who fled Gaza conflict arrive in Dublin', 'Dublin family among Irish citizens on list to leave Gaza war zone at Egypt border']"
165,27,165_social_media_content_twitter,"['social', 'media', 'content', 'twitter', 'scrutiny', 'spread', 'disseminate', 'algospeak', 'rhetoric', 'misinformation']","[""How pro-Palestinians are using 'Algospeak' to dodge social media scrutiny and disseminate hateful rhetoric"", ""How pro-Palestinians are using 'Algospeak' to dodge social media scrutiny and disseminate hateful rhetoric"", 'Misinformation about Israel and Hamas is spreading on social media']"
166,27,166_beirut_arouri_saleh_deputy,"['beirut', 'arouri', 'saleh', 'deputy', 'official', 'leader', 'drone', 'blast', 'senior', 'strike']","['Top Hamas official Saleh Arouri, who headed West Bank operations, killed in Beirut blast', 'Hamas deputy leader Saleh al-Arouri killed in Beirut blast ', 'Israeli Drone Strike In Beirut Kills Hamas Deputy Leader Saleh Arouri']"
167,26,167_shani_louk_paraded_naked,"['shani', 'louk', 'paraded', 'naked', 'body', 'tattoo', 'artist', 'shankill', 'german', 'tattooist']","['Shani Louk&#8217;s body recovered, along with 2 other dead Israeli hostages, after Hamas paraded her half-naked body through Gaza on Oct. 7', 'Shani Louk: Hamas terrorist who paraded body is dead, says mother', 'Israel-Gaza War: Shani Louk, paraded naked by Hamas, found dead ']"
168,26,168_violating_list_children_offenders,"['violating', 'list', 'children', 'offenders', 'armed', 'rig', 'adds', 'violations', 'blacklist', 'rights']","["" &UN will describe Israel and Hamas as violating children's rights in armed conflict&UNITED NATIONS (AP) - The U.N. secretary-general will list Israel and Hamas as violating the rig"", "" &UN will describe Israel and Hamas as violating children's rights in armed conflict&UNITED NATIONS (AP) - The U.N. secretary-general will list Israel and Hamas as violating the rig"", "" &UN will describe Israel and Hamas as violating children's rights in armed conflict&UNITED NATIONS (AP) - The U.N. secretary-general will list Israel and Hamas as violating the rig""]"
169,26,169_hostage_rescue_hostages_issued,"['hostage', 'rescue', 'hostages', 'issued', 'icir', 'babadilla', 'takers', 'brazen', 'td', 'agomike']","['Newspaper headlines: Hostages free after 48 days and Comic Relief chief quits', 'Freed Pinay hostage Nora Babadilla: The Lord is my protection', ""NewsCyber Monday, hostage release & more: What's trending today10h agoMike Rose""]"
170,25,170_crossing_reopens_open_routes,"['crossing', 'reopens', 'open', 'routes', 'opening', 'sealing', 'reopening', 'kerem', 'erez', 'shalom']","[' New aid crossing to open in northern Gaza this week, White House says ', 'New aid crossing to open in northern Gaza this week, White House says', 'Israel reopens Gaza crossing to Palestinian workers']"
171,25,171_maldives_ban_beaches_entry,"['maldives', 'ban', 'beaches', 'entry', 'passport', 'explore', 'holders', 'entering', 'bans', 'lakshadweep']","['Maldives to ban Israeli passport holders', ' Maldives to ban Israelis to protest Gaza war', 'Explore Indian Beaches, Says Israel After Maldives Ban']"
172,25,172_delhi_embassy_blast_near,"['delhi', 'embassy', 'blast', 'near', 'fir', 'unharmed', 'letter', 'addressed', 'police', 'staff']","['Delhi police investigates &#8216;blast&#8217; call near Israeli embassy in Delhi', 'Delhi Police get call about blast near Israel embassy; find letter addressed to Israeli ambassador', 'Blast near Israel embassy in Delhi, probe on ']"
173,25,173_sooner_later_expects_biden,"['sooner', 'later', 'expects', 'biden', 'iran', 'trigger', 'attack', 'wider', 'worry', 'response']","['Biden warns Iran &#8216;don&#8217;t&#8217; attack Israel - but admits strike likely &#8216;sooner than later&#8217;', ""Biden Expects Iran To Attack Israel `Sooner Rather Than Later'"", 'Iran will attack Israel sooner than later: US President Biden']"
174,25,174_bbc_terrorists_coverage_cbc,"['bbc', 'terrorists', 'coverage', 'cbc', 'beeb', 'probe', 'broadcaster', 'susanna', 'defends', 'label']","['Hamas &#8216;militants&#8217; or &#8216;terrorists&#8217;? BBC & Canadian public broadcaster face ire over Israel coverage', 'Minister presses BBC chief on decision not to call Hamas terrorists', ""BBC defends policy not to call Hamas 'terrorists' after criticism""]"
175,24,175_rejects_netanyahu_benjamin_ceasefire,"['rejects', 'netanyahu', 'benjamin', 'ceasefire', 'victory', 'absolute', 'vows', 'battle', 'fight', 'harbour']","['Palestine/Israeli war: Benjamin Netanyahu rejects ceasefire as forces continue battle on Hamas in Gaza', ""Netanyahu rejects Hamas cease-fire demands, vows to fight until `absolute victory'"", 'Netanyahu rejects Hamas cease-fire demands, vows to fight until &#8216;absolute victory&#8217;']"
176,24,176_rafah_deeper_stronghold_ungoverned,"['rafah', 'deeper', 'stronghold', 'ungoverned', 'regroups', 'pushes', 'misery', 'troops', 'deepens', 'battles']","['Israel pushes deeper into Rafah as offensive in last Hamas stronghold continues over mounting objections', ""As Israel pushes deeper into Rafah, Hamas regroups elsewhere in ungoverned Gaza; here's all you need to know "", 'As Israel pushes deeper into Rafah, Hamas regroups elsewhere in ungoverned Gaza']"
177,24,177_nigeria_african_blinken_africa,"['nigeria', 'african', 'blinken', 'africa', 'niger', 'secretary', 'showcases', 'coastal', 'visit', 'projects']","['US Secretary of State, Antony Blinken set to visit Nigeria', 'US Secretary of State Blinken travels to Nigeria, three other African countries', 'Official: US Secretary Blinken set to visit Nigeria, other African nations']"
178,24,178_veto_russia_china_resolution,"['veto', 'russia', 'china', 'resolution', 'bid', 'council', 'security', 'ceasefire', 'vetoed', 'draft']","['Russia and China veto US-backed UN resolution on Gaza ceasefire', 'Russia, China veto resolution calling for ceasefire in Gaza', 'Russia And China Veto US Resolution For Ceasefire In Gaza At UN Security Council']"
179,24,179_disease_diseases_bombings_knees,"['disease', 'diseases', 'bombings', 'knees', 'killer', 'bigger', 'sanitation', 'health', 'risk', 'infectious']","['Disease Could Become Bigger Killer Than Bombs In Gaza, WHO Warns', 'More people at risk of death from disease than bombings in Gaza - WHO', 'More people at risk of death from disease than bombings in Gaza - WHO']"
180,23,180_airport_dagestan_mob_russian,"['airport', 'dagestan', 'mob', 'russian', 'russia', 'storms', 'passengers', 'flight', 'looking', 'storm']","['Russia closes airport in Dagestan after hundreds storm flight arriving from Tel Aviv', ""Police take control of Russia's Dagestan airport after anti-Israeli protests"", ""Flight From Israel to Russia's Dagestan Diverted as Pro-Palestine Mob Storms Airport""]"
181,23,181_lew_jack_ambassador_senate,"['lew', 'jack', 'ambassador', 'senate', 'treasury', 'jacob', 'confirmation', 'confirms', 'nomination', 'nominates']","[""Jack Lew confirmed by Senate as Biden's ambassador to Israel"", 'Senate confirms Jack Lew as Israeli ambassador as war rages in Gaza', 'Senate confirms Jack Lew as ambassador to Israel']"
182,23,182_border_lebanon_hostilities_tension,"['border', 'lebanon', 'hostilities', 'tension', 'lebanese', 'clashes', 'calm', 'warning', 'edge', 'escalation']","['Another war could break out on the Israel-Lebanon border', 'The development came as clashes along the Israel-Lebanon border grew - with Israel Prime Minister Benjamin Netanyahu warning Sunday that if the Lebanese terror group Hezbollah &#8220;decides to ente', ' Israeli military isolates 4km zone on the border and makes chilling warning to citizensIsrael declared a security cordon has been placed along the border with Lebanon... ']"
183,23,183_zara_ad_campaign_boycott,"['zara', 'ad', 'campaign', 'boycott', 'pulls', 'misunderstanding', 'netizens', 'backlash', 'fashion', 'mocking']","[' Zara apologises for controversial ad campaign ', 'Zara clarifies controversial ad campaign has nothing to do with Gaza', 'Zara Faces Public Outrage Over New Ad Campaign']"
184,23,184_december_2023_occupied_palestine,"['december', '2023', 'occupied', 'palestine', 'salon', 'gmtvery', 'presentations', 'lecture', '15', 'featured']","['In Occupied Palestine - 19 December 2023', 'In Occupied Palestine - 10 December 2023', 'In Occupied Palestine - 11 December 2023']"
185,22,185_fierce_battles_battle_southern,"['fierce', 'battles', 'battle', 'southern', 'city', 'cities', 'militants', 'clashes', 'main', 'engage']","['Israel and Hamas locked in fierce ground battle in Southern Gaza', 'Israel, Hamas engage in fierce clashes in southern Gaza', ""Israel, Hamas Engage in Fierce Battles in Gaza's Biggest Cities""]"
186,22,186_meta_disinformation_content_accounts,"['meta', 'disinformation', 'content', 'accounts', 'misinformation', 'removes', 'contents', 'zuckerberg', 'takes', 'posts']","['Meta takes steps to remove Hamas-related disinformation', 'Meta takes steps to remove Hamas-related disinformation', 'Meta takes action against Hamas disinformation']"
187,22,187_cyprus_ship_maritime_route,"['cyprus', 'ship', 'maritime', 'route', 'sails', 'aid', 'spanish', 'depart', 'corridor', 'carrying']","['Aid ship for Gaza expected to depart Cyprus this weekend', 'Cyprus says second aid ship ready to leave for Gaza', 'UAE announces arrival of first aid ship to Gaza through maritime corridor from Cyprus']"
188,22,188_port_announce_build_establish,"['port', 'announce', 'build', 'establish', 'temporary', 'flow', 'increase', 'coast', 'plan', 'aid']","[""Biden will announce a plan for a temporary port on Gaza's coast to increase flow of humanitarian aid"", ""Biden will announce a plan for a temporary port on Gaza's coast to increase flow of humanitarian aid"", 'Biden to announce US military will build port in Gaza']"
189,22,189_tanks_deeper_breakingbreakingtanks_cages,"['tanks', 'deeper', 'breakingbreakingtanks', 'cages', 'advance', 'push', 'inisraeli', 'invasion', 'areas', 'newsbreakingˇ']","['Israeli Tanks Push Deeper Into Central, Southern Gaza Amidst Heavy Air And Artillery Fire', ""BreakingBreakingTANKS MOVE INIsraeli tanks storm into Gaza ahead of full-scale invasion as airstrike barrage `successfully wipes out Hamas kill list'BreakingBreakingTANKS MOVE INIsraeli tanks storm "", 'Israeli tanks move into southern Gaza']"
190,22,190_pinoys_pinoy_survey_consumption,"['pinoys', 'pinoy', 'survey', 'consumption', '60', 'proud', 'jobs', 'philrice', 'dole', 'assists']","['Survey: Higher expenses, less food consumption noted among Pinoys', 'Survey: 60% of Pinoys doing part-time work', '60% of Pinoys have part-time jobs - survey']"
191,21,191_tens_demanding_jake_sullivan,"['tens', 'demanding', 'jake', 'sullivan', 'tel', 'aviv', 'hostage', 'hostages', '10israel', 'netanyahuˇ']","['Israel-Gaza War: Tens of thousands of protest in Tel Aviv demanding Gaza hostage deal, resignation of Netanyahuˇ ', 'Tens of thousands of Israelis rally in Tel Aviv demanding Gaza hostage deal', 'Tens of thousands of Israelis rally in Tel Aviv demanding Gaza hostage deal']"
192,21,192_reform_tb_nations_united,"['reform', 'tb', 'nations', 'united', 'council', 'general', 'x2018', 'guterres', 'walk', 'level']","['Will the world leaders walk the talk to end TB at UN Level ?', '4:23 p.m.United Nations Secretary General Ant¢nio Guterres said in a tweet that more U.N. aid workers have...', ""WMC's memo to United Nations documented in book form ST agenda added in points to be laid before UN""]"
193,21,193_gantz_benny_cabinet_resigns,"['gantz', 'benny', 'cabinet', 'resigns', 'quits', 'centrist', 'member', 'rival', 'quit', 'government']","[""Benny Gantz, centrist member of Israel's war cabinet, resigns"", ' Benny Gantz Quits Israel War Cabinet: What Next For Benjamin Netanyahu', 'Israeli War Cabinet Minister Benny Gantz Resigns From Netanyahu Government']"
194,21,194_kibbutz_scene_eri_reconstructing,"['kibbutz', 'scene', 'eri', 'reconstructing', 'kibbutzim', 'hunted', 'decimated', 'fighters', 'lying', 'survivors']","[""Hunted by Hamas: reconstructing the attack on Israel's Kibbutz Be'eri"", 'Hunted by Hamas: reconstructing the attack on Israel&#x27;s Kibbutz Be&#x27;eri ', ""Hunted by Hamas: reconstructing the attack on Israel's Kibbutz Be'eri""]"
195,21,195_children_malnutrition_wards_malnourished,"['children', 'malnutrition', 'wards', 'malnourished', 'starving', 'starvation', 'famine', 'unicef', 'seige', 'skeletal']","['At least 15 children dead from malnutrition, dehydration at Gaza hospital', 'In Gaza, starving children fill hospital wards as famine looms', '16 children have died of malnutrition in aid-starved Gaza, health officials say ']"
196,20,196_youssef_ramy_snl_monologue,"['youssef', 'ramy', 'snl', 'monologue', 'free', 'prays', 'god', 'ozempic', 'ramadan', 'parody']","[""Ramy Youssef says he prays for an end to violence in Gaza during `SNL' monologue: `Free the people of Palestine'"", 'Ramy Youssef Called For A Free Palestine During His ""SNL"" Monologue', ""`SNL' Monologue: Ramy Youssef Prays for Freed Hostages and to `Free the People of Palestine'""]"
197,20,197_construction_jobs_indian_workers,"['construction', 'jobs', 'indian', 'workers', 'batch', 'haryana', 'g2g', 'sri', 'skilled', 'agreement']","['Dozens of Indian workers depart for Israel to take up construction jobs', 'First batch of Indian construction workers fly to Israel under G2G agreement', 'Dozens of Indian workers depart for Israel to take up construction jobs']"
198,20,198_revenues_donates_asian_ticket,"['revenues', 'donates', 'asian', 'ticket', 'uae', 'jabeur', 'prize', 'cup', 'donate', 'donation']","['Ticket revenues from Qatar Asian Cup to support Palestinians', 'Ticket Revenues From Qatar Asian Cup To Support Palestinians', 'Ticket revenues from Qatar Asian Cup to support Palestinians']"
199,20,199_alia_benue_gov_lg,"['alia', 'benue', 'gov', 'lg', 'n44bn', 'debunks', 'destabilise', 'pdp', '8211', 'allegation']","[' Gov Alia tackles politicians over insecurity in Benue  o', 'Benue bigger than anyone &#8211; Alia', 'Benue: If you try any trouble, you face it &#8211; Gov Alia warns']"
200,20,200_cabinet_dissolves_disbands_benjamin,"['cabinet', 'dissolves', 'disbands', 'benjamin', 'bolted', 'inner', 'netanyahu', 'partner', 'government', 'unity']","['Benjamin Netanyahu disbands Israeli war cabinet', 'Benjamin Netanyahu disbands Israeli war cabinet', 'Benjamin Netanyahu dissolves war cabinet']"
201,19,201_crypto_cryptocurrency_financing_machine,"['crypto', 'cryptocurrency', 'financing', 'machine', 'giant', 'credit', 'card', 'fueled', 'accounts', '4b']","['Feds fine crypto giant $4.4B, alleging it aided Hamas financing, violated sanctions', 'New crypto front emerges in Israel&#x27;s militant financing fight', 'Israeli police seize crypto accounts linked to Hamas financing']"
202,19,202_ai_targets_identify_lavender,"['ai', 'targets', 'identify', 'lavender', 'using', 'coldly', 'bombing', 'warfare', 'civilian', 'used']","['Israel using AI to identify potential civilian targets to maximize Palestinian&#8230;', 'Israel is using AI to identify bombing targets in Gaza, report says', ""Israel used secretive AI program called `Lavender' to identify thousands of bombing targets: report""]"
203,19,203_cyber_hackers_websites_cybercriminals,"['cyber', 'hackers', 'websites', 'cybercriminals', 'cyberattacks', 'digital', 'check', 'sees', 'inaccessible', 'hacktivist']","['The global cyber divide between Gaza and Israel', 'Cyber threats rise amid Israel-Palestine war', ""Israel builds 'cyber dome' against Iran's hackers""]"
204,19,204_achieve_actually_think_gaping,"['achieve', 'actually', 'think', 'gaping', 'pyrrhic', 'sutton', 'condoned', 'parson', 'shudder', 'bums']","[""Will Sutton: Evil of Hamas can't be condoned. Divides must be understood."", ""`We were wearing flip-flops and pyjamas, and we managed to beat [Hamas]'"", ""US officials doubt Israel can actually eradicate Hamas and achieve a 'total victory'""]"
205,19,205_cross_red_handed_hostages,"['cross', 'red', 'handed', 'hostages', '14', 'foreigners', 'access', 'hands', 'handoverˇof', 'worldhamas']","['Sources close to Hamas say Israel hostages handed over to Red Cross', '14 Israeli Hostages, 3 Foreigners Handed Over To Red Cross: IDF', 'Gaza Truce Deal: 14 Israeli Hostages, 3 Foreigners Handed To Red Cross. 39 Palestinians Released']"
206,19,206_syria_syrians_assad_nw,"['syria', 'syrians', 'assad', 'nw', 'sweida', 'economic', 'drug', 'protests', 'understanding', 'uptick']","[""UN aid set to resume to NW Syria after 'understanding' with Damascus"", ""Sweida protests continue as Syrians demand economic relief and president's resignation"", 'Syrians tear down poster of Assad in Sweida as protests swell']"
